Номер	Слово	Номер урока	Перевод 1	Перевод 2	Перевод 3
4166	주스		Сок		
4170	지점		Магазин-филиал		
4172	콜라		Кола		
4174	편견		Предрассудки, предвзятость		
4175	플라스틱		Пластик		
4176	환율		Обменный курс (деньги)		
4177	활기		Жизнь, жизнеспособность		
4178	강사		Инструктор или преподаватель		
4179	강수량		Количество осадков (дождь)		
4180	교대		Чередование или изменения		
4181	구청		Районное отделение		
4182	국내외		"Внутри и за пределы страны; дома и за рубежом"		
4185	기성		Уже существующий или установленный		
4187	꼼짝		Неперемещаемый		
4188	남학생		Мужчина студент		
4189	농사일		Сельское хозяйство		
4190	농장		Фермы, плантации		
4191	데이트		Свидание		
4192	마음가짐		Психическое отношение		
4193	머리칼		Волосы		
4194	모		Некий человек		
4195	바퀴		Таракан		
4196	번개		Молния		
4199	부재		Отсутствие		
4200	사망		Смерть		
4201	생		"сырье, сырой; жилой, живой"		
4203	성경		Библия		
4206	순간적		мгновенный		
4208	시청		Ратуша, мэрия		
4211	야간		Ночное время		
4214	오락		Развлечения		
4215	오른손		Правая рука		
4217	이것저것		"Это и то; одно и другое"		
4218	이슬		Роса		
4219	인간관계		Человеческие отношения		
4220	장기간		В течение длительного периода		
4221	저자		Писатель, автор		
4222	전선		Линия фронта		
4223	정지		остановка, перерыв		
4225	조명		освещение, освещение		
4227	줄거리		Стебель		
4228	중단		прерывание, приостановка		
4229	차선		Полоса движения		
4231	초상화		Портрет, картина		
4232	출장		Деловая поездка		
4233	쿠데타		Переворот (свержение правительства)		
4234	퇴근		Покидание офиса, приход домой с работы,		
4235	특수성		Особенность, самобытность		
4236	항공기		Самолет		
4237	활발히		быстро, активно		
4238	회화		Беседы, разговоры		
4241	각오		Готовность или подготовка		
4243	겨자		Горчица		
4245	경제학		Экономика		
4246	골프		Гольф		
4247	관심사		Озабоченность, интерес		
4249	국사		История страны		
4251	귀국		Возвращение в свою родную страну		
4252	그간		Во время, в течение времени		
4254	극작가		Драматург		
4255	기23		Флаг или баннер		
4257	기적		Чудо		
4260	담		Стена, забор		
4262	말투		Собственный способ говорить		
4263	명령어		Директива		
4264	목욕탕		Баня		
4266	바닷물		Морская вода		
4267	변신		Маскировка, преобразование		
4268	부친		Отец		
4270	브랜드		Марка		
4272	사무		Делопроизводство		
4274	상		Стол, небольшой письменный стол		
4276	성		Фамилия		
4277	손길		Протянутая рука		
4278	순위		Порядок, ранг		
4280	쌍		Пара		
4282	암시		Намек, предложение		
4283	앞날		Будущее, будущие дни		
4284	역사상		В истории		
4285	연주		Музыкальный спектакль		
4287	우체국		Почтовое отделение		
4289	육상		На суше, на земле		
4290	음주		Употребление алкоголя		
4291	이별		"Расставание, разделение; развод"		
4292	인재		Человек способности		
4293	인종		Человеческая раса		
4294	일시적		Дневной, текущего дня		
4296	전문적		Специальной природы		
4297	젊음		Молодежь		
4299	조개		моллюски		
4301	중계방송		Реле, приставка		
4302	중독		Яд		
4303	지급		питание, плата		
4305	차창		автомобиль / окно поезда		
4307	출발점		Отправная, стартовая точка в ​​поездке		
4308	출판		Публикация, издательство		
4310	클럽		Клуб		
4311	키스		Поцелуй		
4313	판사		Судья		
4314	허락		Согласие, согласие, одобрение		
4315	확신		Осуждение, твердое убеждение		
4319	고개		пик или гребень (холма)		
4321	그제야		"не в первый раз; не … до тех пор, пока"		
4322	금연		Запрет на курение		
4323	기성세대		Старые люди		
4325	까치		Сорока		
4326	꿈속		Во сне, в мечтах		
4327	나비		Бабочка		
4328	남북		Северу и юг		
4330	단		Класс		
4331	대사관		Посольство		
4332	독창적		Оригинал		
4333	만점		Идеальный счет		
4334	매달		Каждый месяц		
4337	바깥쪽		Наружность		
4339	버섯		Гриб		
4340	보수		Сохранение, консервация		
4341	보안		Сохранение общественного мира		
4343	부		помощник, заместитель		
4346	사나이		Человек, мужчина		
4347	사모님		Более старшая, более уважаемая ачжума (женщина)		
4348	삼		Три		
4349	상징적		Символично		
4351	세미나		Семинар		
4352	세제		моющее средство, моющие средства		
4354	시일		время, дни		
4355	시합		Конкурс, матч		
4357	신제품		Новый продукт		
4359	썩		Очень		
4360	암컷		Женщина, она (противоположность 수컷)		
4364	윗몸		Верхняя часть тела		
4366	이해관계		Взаимопонимание		
4368	일대		Один большой		
4369	입력		Входная мощность		
4370	자연현상		Природные явления		
4371	정류장		остановка, станция, автобусная остановка		
4372	정신없이		Чувство отвлечения и разброс мозга		
4375	주름		Морщины		
4376	중요		Важность, следствие		
4377	챔피언		Чемпион		
4378	최신		Новейший, последний		
4379	축하		Поздравление праздник		
4380	취소		Отмена, аннулирование		
4381	캐릭터		Характер		
4382	커튼		Занавес		
4383	팬		Фанат, энтузиаст		
4385	현관문		Входная дверь		
4390	겨울철		Зимний сезон		
4391	고추장		Красный перец паста		
4392	골프장		Поле для гольфа		
4393	공연히		Бесполезно или напрасно		
4394	과정		Курс или учебная программа		
4395	국수		Лапша		
4396	국제적		Международный		
4397	그루		корень		
4398	그전		Прошедшие дни или прошлое		
4399	금고		Сейф		
4400	꾸중		Нагоняй, упрек		
4402	끼		Еда или трапеза		
4403	능동적		"Активность; добровольность волонтерство, по собственной природе (противоположность 수동적)"		
4404	달빛		Лунный свет		
4405	당분간		На текущи момент		
4406	도움말		Слова поддержки		
4407	뒷산		Задняя сторона горы		
4412	물질적		Материал		
4413	미인		Красивая девушка		
4415	반죽		"Замес; тесто"		
4416	반지		Кольцо		
4417	밤		Каштан		
4418	배치		Расположение		
4419	백인		Белый (раса)		
4420	본		Пример		
4421	본사		Главный офис		
4424	비타민		Витамин		
4425	빌딩		Здание		
4427	산속		Сердце горы		
4428	새로이		Недавно, заново		
4429	서양인		Западный человек, фаранг, лаовай		
4430	소지품		Чьи-то вещи		
4431	송이		Куча, кластер		
4432	쇠		Железо		
4433	수컷		Самец		
4435	식초		Уксус		
4436	심부름		Поручение		
4437	씨앗		Семена		
4438	야외		Поля, окраина		
4441	여가		отдых, свободное время		
4442	여동생		Младшая сестра		
4444	옆집		Дом по соседству		
4445	오래간만		После долгого времени		
4446	오래도록		Долгое, долгое время		
4449	외침		Крик		
4450	이빨		Зуб		
4451	이해		интересы, прибыль		
4452	일손		Работа в руках		
4453	잠바		Перемычка, джампер		
4454	잠수함		Подводная лодка		
4455	장수		Торговец, купец		
4456	장학금		Стипендия, учебный грант		
4458	쟤		Этот ребенок		
4459	점심시간		Время обеда		
4461	지적		Интеллектуальный, умный		
4462	진로		Курс, направление, путь		
4463	진행자		Лидер производительности		
4464	쪽		Сторона, направление		
4466	책임감		Чувство ответственности		
4467	체온		Температура тела		
4468	초밥		Японские рис и овощи с уксусом		
4469	출구		Выход		
4470	출입문		Дверь для выхода и входа		
4471	통과		Прохождение		
4472	포장마차		Колесный снэк-бар на улице		
4474	풀		Клей		
4475	피망		Перец		
4476	필름		Фильм		
4477	한결		Выделяется заметно, особенно		
4478	한여름		Середина лета		
4479	항공		Аэропорт		
4480	호선		Номер пути для поезда		
4481	회전		Революция, вращение		
4482	휴지		Туалетная бумага		
4483	가위		Ножницы		
4484	고속		Высокоскоростной		
4486	골치		Беспокойство		
4488	내달		В следующем месяце		
4489	넷째		Четвертый		
4494	만		Быть в достаточном количестве		
4495	명단		Список имен		
4497	문구		проезд, пункт		
4498	뭣		Что (вещь)?		
4499	미만		"под чем-то; ниже; меньше чем"		
4500	백색		Белый		
4501	비바람		Дождь и ветер		
4502	사기		мораль, боевой дух		
4504	사무직		Работа в офисе, не на заводе		
4505	소질		темперамент, характер		
4506	솜		Хлопок		
4507	시디롬		CD-ROM		
4508	식생활		Диетические жизнь		
4509	신호등		Сигнальная лампа, поворотник		
4510	신혼여행		Медовый месяц (поездка после свадьбы)		
4511	실		Нить, нитки		
4513	연구실		Лаборатория		
4514	월드컵		Кубок мира		
4515	유머		Юмор		
4516	의류		Одежда, платья		
4517	입원		Госпитализация		
4520	장가		Жениться		
4521	적응		Адаптация		
4523	조		Компания, группа		
4524	졸업생		Выпускник		
4527	친절		Доброта, милосердие		
4528	침실		Спальня		
4529	태권도		Тхэквондо		
4531	하나하나		Каждая отдельная часть		
4533	핸드백		Сумка		
4534	햄버거		Гамбургер		
4535	가정교사		Частный репетитор		
4536	감사		Благодарность		
4537	공통적		Обычно		
4538	교육자		Педагог		
4539	교재		Учебный материал		
4540	기타		Гитара		
4542	깨소금		Порошковый кунжут, смешанный с солью		
4544	남		Человек		
4547	무궁화		Роза Шарона		
4548	바이러스		Вирус		
4549	방바닥		пол в комнате		
4551	사냥		Охота		
4552	사회생활		Социальная жизнь		
4553	설거지		Мытье посуды		
4554	수년		Несколько лет		
4556	숙소		адрес		
4557	슈퍼마켓		Супермаркет		
4558	심리적		Психологический		
4559	연기		отсрочка		
4560	위로		утешение		
4561	이용자		"Пользователь; посетитель"		
4563	자격증		Квалификационный аттестат		
4564	진료		Медицинское обследование и лечение		
4565	창가		"Рядом с окном; край окна"		
4571	화장지		Мягкая бумага, используемая при нанесении макияжа		
4572	힘껏		С всем своим могуществом		
4573	가요		Песня		
4574	감상		Оценка		
4575	공짜		Бесплатно		
4578	나들이		"Выход в свет, пикник; короткий визит куда-то или к кому-то"		
4580	눈가		Глазные диски		
4581	도망		Побег		
4582	모기		Комар		
4583	미니		Мини		
4584	방면		Направление		
4585	법적		Юридический		
4586	벤치		Скамья		
4587	보수		починка, ремонт		
4588	볼일		бизнес, поручение, обязательство		
4589	부끄러움		стыд, позор		
4590	비누		Мыло		
4591	비행		Неравномерность		
4592	빗줄기		Большие полосы дождя		
4593	사회학		Социальная наука		
4594	성적		Сексуальность		
4595	세수		Мытье рук		
4597	스웨터		Свитер		
4600	여행사		Туристическое агенство		
4602	왼손		Правая рука		
4603	유학생		Иностранный студент		
4604	은		Серебро		
4605	자리		Место за столом		
4607	장애인		Инвалид		
4608	재활용품		Утилизированный продукт		
4610	저리		Это место		
4612	정반대		Прямая противоположность, точная противоположность		
4613	진동		вибрация, сотрясение		
4614	찌개		Горшок с тушеным мясом		
4615	추천		Рекомендация		
4616	학점		Блок, точка, кредит		
4618	합격		Успех на экзамене		
4620	간접적		Косвенный или посреднический		
4623	그리움		Тоска или привязанность		
4624	그사이		Во время или тем временем		
4626	기도		Молящийся		
4627	길거리		Улица		
4628	꽃잎		Лепесток		
4629	넥타이		Галстук		
4630	대강		Общие принципы		
4632	문밖		За дверью		
4636	불평		Недовольство		
4638	생활환경		Жизненная среда		
4639	서명		Подписывание, автографирование		
4640	손등		Задняя часть руки		
4641	역사학		Изучение истории		
4642	영		Действительно, полностью		
4643	오리		Утка		
4644	요리사		Шеф-повар, повар		
4645	원		Боже! Милостивый!		
4646	원서		Приложение, письменный запрос		
4647	월		Месяц		
4648	이론적		Теоретический		
4649	이제야		Эти дни		
4652	자취		След		
4655	장난감		Игрушка		
4656	장례		Похороны		
4657	전기밥솥		Электрическая пароварка		
4658	지금껏		Пока, до сих пор		
4659	지름길		Ярлык		
4660	지진		Землетрясение		
4661	참석자		присутствующие лица		
4662	창구		Окно		
4663	최저		Низкая, минимальная цена		
4664	코미디		Комедия		
4666	필수		Необходимо		
4667	하품		Зевающий		
4668	한국말		Корейский язык		
4669	횟수		Количество раз, частота		
4671	가능		Возможность		
4673	계란		Яйцо		
4674	교문		Школьные ворота		
4675	권투		Бокс или К1		
4676	긴장감		Чувство напряженности		
4677	김		"Пар; аромат"		
4678	넷		Четыре		
4680	매주		Каждую неделю		
4682	받침		Поддержка		
4683	북		Северный		
4684	불이익		Недостаток		
4686	산부인과		Акушерство и гинекология		
4689	수		способ, метод		
4691	수학		Приобретение знаний		
4692	신부		Святой отец, священник		
4694	아뇨		Нет		
4695	아래쪽		Нижняя часть, низ		
4696	아스팔트		Асфальт		
4697	아하		Боже мой! Боже!		
4698	알코올		Алкоголь		
4699	액세서리		Аксессуар		
4700	에어컨		Кондиционер		
4702	오이		Огурец		
4703	외삼촌		Дядя с стороны матери		
4704	요		Прямо под рукой		
4705	웃음소리		Звук смеха		
4706	위쪽		Верхнее направление		
4707	음료수		Питьевая вода		
4708	인쇄		печать, типография		
4709	잔디		Газон		
4710	전세		сдача в аренду с большим первоначальным взносом, вместо того, чтобы платить из месяца в месяц		
4711	조깅		Бег		
4712	초대		Приглашение		
4714	캠퍼스		Кампус		
4715	터널		Туннель		
4716	통		Счетчики для писем		
4717	퇴직금		Пенсионные пособия		
4718	환갑		60-летие		
4721	감동적		Сенсационный		
4723	관광지		Туристический район		
4724	교복		Школьная форма		
4725	교포		Корейцы, проживающие за рубежом		
4728	마음씨		Планировка, природа		
4729	만		Простой, полный		
4730	메모		Текстовая заметка		
4731	몇십		В десятки		
4732	몸매		фигура		
4733	몸무게		Масса тела		
4734	무관심		Равнодушие, безразличие		
4736	배달		Доставка		
4737	번역		Перевод		
4738	부인		Жена		
4740	비닐봉지		Пластиковый пакет		
4741	비판적		Критический		
4743	사전		Словарь		
4744	서랍		Ящик		
4745	소나기		Внезапный ливень		
4746	소중히		серьезно, с осторожностью		
4747	손잡이		Ручка		
4748	수도꼭지		Кран		
4749	실례		грубость, невежливость		
4750	싸구려		дешевый, уступивший (в торге)		
4751	안녕		Привет/пока		
4753	약국		Аптека		
4754	어찌나		чрезвычайно, совсем, ужасно		
4755	엉터리		Подделка, обман		
4757	원숭이		Обезьяна		
4758	위법		Незаконность, нарушение закона		
4759	육체적		Плотсткие, от плоти		
4760	음력		Лунный календарь		
4761	이혼		Развод		
4762	일회용		Одноразовые, для одноразового использования		
4763	잔디밭		газон, трава		
4764	저기		"""Эй, посмотрите здесь, сейчас"""		
4765	전문직		Работа по специальности		
4766	전화기		Телефонная трубка		
4767	제출		Презентация, представление		
4768	지난주		На прошлой неделе		
4769	진달래		Азалия (цветок)		
4770	쪽		Часть, стороны		
4772	차남		Второй по старшинству сын		
4773	채점		Маркировка, сортировка, подсчет		
4776	타자기		Пишущая машинка		
4777	팬티		Трусики (мужское и женское нижнее белье)		
4778	편히		Легко, удобно		
4779	포인트		Точка		
4780	포크		Вилка		
4781	한밤중		Полночь		
4782	효도		Уважение к родителям		
4783	가구		Мебель		
4784	간호사		Медсестра		
4785	개나리		Форзиция или дерево золотого колокола (растение)		
4786	고등학생		Старшеклассник		
4787	골목길		Аллея		
4788	귀가		Возврат домой		
4791	기침		Кашель		
4792	노랫소리		Певчий голос		
4793	다섯		Пять		
4794	닭고기		Куриное мясо для еды		
4795	대학교수		Профессор университета		
4796	딸아이		Дочь		
4798	미움		Ненависть		
4799	바가지		Тыква-ковш		
4800	발끝		На цыпочках		
4801	배꼽		Пупок		
4802	병실		Лазарет		
4804	비행장		Аэродром		
4806	숟가락		Ложка		
4807	술병		Бутылка алкоголя		
4808	습기		влажность, влажность		
4810	엽서		Открытка		
4811	예보		Прогноз, предсказание		
4812	요일		День недели не в выходные		
4813	욕실		Ванная комната, ванна		
4815	운전기사		Водитель		
4816	위험성		рискованность		
4818	일		Один		
4819	장마		Летний дождь		
4820	재학		Быть в школе, посещать школу		
4821	전기		Биография		
4823	정기적		фиксированный, регулярный		
4824	종교적		Религиозный		
4825	주관적		Субъективный		
4826	직장인		Работник		
4827	진심		От всего сердца, искренность		
4831	책가방		Портфель		
4832	천국		Небеса		
4833	치약		Зубная паста		
4834	큰절		Низкий поклон		
4835	학과		Факультет, отдел в колледже		
4836	후회		покаяние, сожаление		
4837	강조		Акцент или стресс		
4838	게시판		Доска объявлений или доска объявлений		
4839	공통점		Общая точка или общая черта		
4840	과외		Внеклассная работа		
4841	교내		Внутри школы		
4842	구15		Район		
4843	금요일		Пятница		
4844	김밥		Кимпаб, рулет из риса и овощей		
4845	내적		Внутренний		
4846	놀이터		Детская площадка		
4848	답장		Ответ		
4849	마라톤		Марафон		
4850	매스컴		Массовая коммуникация		
4851	무		ничего, ноль		
4853	바나나		Банан		
4854	발등		Стопа		
4855	밤새		Всю ночь		
4856	별일		Определенная вещь		
4858	부채		Долга, обязательства		
4859	불법		Буддизм		
4860	블라우스		Блузка		
4861	사업가		Бизнесмен		
4863	세상에		В мире		
4864	수고		труд, труд, боль		
4865	수요일		Среда		
4867	시금치		Шпинат		
4868	신청서		Приложение, бланк заявления		
4869	쓰레기통		Помойное ведро		
4870	아랫사람		Подчиненный		
4871	앞쪽		Спереди, передняя часть		
4872	앨범		Альбом		
4873	양		Овца, баран		
4875	영남		Юго-восточная часть Кореи		
4876	옥상		На крыше		
4877	왼발		Правая нога		
4879	위		Желудок		
4880	일기		Погода		
4881	일자리		Работа, должность		
4882	자매		Сестры		
4883	저번		Последний раз, другой день		
4884	전시장		Выставочный зал		
4885	절약		бережливость, экономия, экономика		
4886	정답		Правильный ответ		
4887	정오		Полдень		
4890	즉석		мгновенно, экспромтом		
4891	지방		Жир, сало		
4892	차차		Постепенно		
4893	추측		Предположение, гипотеза		
4894	충고		Совет, предложение		
4895	코피		Кровотечение из носа		
4896	턱		Причина, основания		
4897	팩시밀리		Факсимиле, факс		
4898	한낮		Полдень		
4899	할인		Скидка		
4900	가득히		Полный		
4901	간호		Уход или забота		
4902	갑		"первый; бывший"		
4903	건너		Другая или противоположная сторона		
4906	고구마		Сладкий картофель		
4907	국기		Национальный флаг		
4908	금메달		Золотая медаль		
4909	노트		Записка		
4913	도마		Разделочная доска		
4914	동화책		Сказка		
4917	밤색		Цвет Каштан, бордовый		
4918	밥맛		Аппетит		
4919	배우자		Приятель, спутник жизни		
4920	복사		Воспроизведение		
4921	볶음밥		Жаренный рис		
4922	성별		Половое различие		
4923	세탁		Прачечная		
4927	손수건		Платок		
4928	송아지		Теленок, ребенок коровы		
4929	수돗물		Водопроводная вода		
4930	수만		Десятки тысяч		
4932	수입품		Импортный продукт		
4933	술자리		Банкет		
4934	식기		Посуда для еды		
4935	싼값		Низкая цена		
4936	안		План, предложение		
4937	안부		безопасность, благосостояние		
4938	양주		Иностранные вина, алкоголь		
4939	어린이날		День защиты детей (5 мая)		
4940	영화배우		Актер фильма		
4941	오른발		Правая нога		
4942	용서		помилование, прощение		
4943	우편		Почта		
4945	일등		Первый класс		
4947	정장		Полное платье, форма		
4949	좋아		"""Это хорошо"""		
4950	죽		В прямой линии, в ряд		
4951	줄무늬		Полоса		
4954	진통		Схватки, роды		
4956	참석		Посещаемость, участие		
4957	초콜릿		Шоколад		
4958	최고급		Высший класс		
4959	최상		Лучший		
4960	최악		Худший		
4961	출국		Покидание страны		
4963	코끝		Кончик носа		
4964	터미널		Терминал		
4965	피자		Пицца		
4966	한국적		Корейский (прилагательное)		
4967	햄		Ветчина		
4968	환영		Добро пожаловать		
4969	가로수		Придорожное дерево		
4970	간식		Закуска		
4971	감		Хурма		
4975	공주		Принцесса		
4977	남		Юг		
4978	네거리		Перекресток		
4979	노란색		Желтый		
4981	달러		Доллар		
4982	대여섯		Около пяти или шести		
4984	마사지		Массаж		
4985	만		Десять тысяч		
4987	몸살		Боль, боль от гриппа		
4988	무더위		Высокая влажность		
4989	무용가		Танцор		
4990	박스		Коробка		
4992	밥솥		Скороварка для риса		
4993	베개		Подушка		
4994	벨트		Ремень		
4997	비		Памятник		
4998	사계절		Четыре сезона		
5000	사투리		Диалект		
5001	상금		Призовые деньги		
5002	수저		Ложка		
5003	식욕		аппетит, желание		
5006	양상추		Салат		
5007	여대생		Студентка колледжа		
5009	온라인		Онлайн		
5010	외갓집		Дом семьи родителей матери		
5011	외할머니		Бабушка		
5013	유적지		Место с культурно-историческими остатками		
5014	음악가		Музыкант		
5017	이분		Разделите на два		
5018	인삼		Женьшень		
5019	인상		Вид, внешность		
5020	입사		Присоединиться к компании		
5021	자		Линейка		
5022	재활용		Переработка		
5023	점원		Магазинный помошник		
5024	제삿날		День церемонии		
5025	주름살		Морщины		
5027	찻잔		Чашка		
5028	철학적		Философский		
5029	초대		Первое поколение, основатель		
5031	칫솔		Зубная щетка		
5032	큰길		Главная, основная дорога		
5034	편		Услуги		
5036	포도		виноград		
5037	하나님		Бог		
5038	학력		Академический бэкграунд, формальное образование		
5041	홈페이지		Домашняя страница		
5042	횡단보도		Пересечение		
5043	가톨릭		Католический		
5044	강당		Лекционный зал		
5046	걷기		Ходьба		
5047	고모부		Муж тети со стороны отца		
5048	공중전화		Общественный таксофон		
5049	공통		Обыденность		
5050	과거		Государственный экзамен		
5051	국가적		Национальный или государственный		
5052	귓속		Внутреннее ухо		
5053	그래픽		Графика		
5054	근교		Прингород		
5055	기초적		Фундаментальный или основной		
5056	녹음		Запись		
5057	다양성		Разнообразие		
5059	마중		Встреча, прием		
5061	밤중		Полночь		
5062	배드민턴		Бадминтон		
5064	버튼		Кнопка		
5065	보수적		Консервативный		
5068	비만		Жирность, тучность		
5069	빗방울		Капли дождя		
5070	사회자		Президент		
5071	샤워		Душ		
5073	세탁기		Стиральная машина		
5074	손뼉		Ладонь		
5075	손수		С собственными руками, лично		
5076	송편		Сонгпьон, блюдо из риса		
5078	시디		C.D.		
5079	신사		Джентльмен		
5080	신혼부부		Молодожены		
5082	쓸데없이		Быть бесполезным		
5084	어쩌다가		"По случайности; иногда"		
5085	옛날이야기		Старая история		
5086	오븐		Печь, духовка		
5087	온종일		Весь день		
5088	와인		Вино		
5089	왕비		Королева		
5091	운반		передача, транспорт		
5092	웃어른		старшие		
5093	인사말		Слова приветствия		
5094	자판기		Торговый автомат		
5095	장모님		Свекровь		
5096	저녁때		Вечернее время		
5097	저울		Баланс		
5099	지폐		Бумажные деньги		
5100	진실로		Поистине, честно		
5101	촛불		Свет от свечи		
5102	출퇴근		Придти в офис и уйти из офиса		
5103	치과		Стоматолог		
5104	테스트		Тест		
5105	통역		Толкования		
5109	하		Ниже, под		
5110	한데		Под открытым небом, на улице, снаружи		
5111	혼잣말		Разговор с самим собой		
5114	힘없이		слабо, без усилий		
5115	가로		Ширина		
5117	건넌방		Комната напротив главной гостиной		
5118	곧이어		Вскоре, далее		
5119	공기		Государственное учреждение		
5121	그래서		Так или поэтому		
5122	기업인		Бизнесмен		
5125	낚싯대		Удочка		
5126	남동생		Младший брат		
5127	냇물		Поток, ручей		
5128	단골		Обычай, связь		
5129	단맛		Сладкий вкус		
5130	담요		Одеяло		
5131	대		Стебель		
5134	도착		Прибытие		
5136	안동		Рыба Андонг		
5138	뭘		Что? (Неявное обращение к объекту)		
5139	반대편		Противоположная сторона		
5140	발바닥		Подошва стопы		
5141	발톱		Ноготь на пальце ноги		
5144	부잣집		Дом богача		
5146	사진기		Камера		
5147	산길		Горная тропа, дорога		
5148	상추		Салат		
5149	섭씨		Цельсия (градусы)		
5150	소시지		Колбаса		
5151	쇼핑		Шоппинг, покупки		
5152	수업		Завершение курса обучения		
5153	스케줄		График		
5154	스키		Лыжи		
5155	시외		За пределами города, пригород		
5157	싹		Бутон, росток		
5160	약		Сердитость, обида		
5161	약수		Лекарственные вода, минеральная вода		
5162	약품		Лекарства, медикаменты		
5163	양배추		Капуста		
5164	양보		уступка, компромисс		
5165	양옆		С обеих сторон		
5168	어쩜		Святая корова!		
5169	엊그제		Позавчера, несколько дней назад		
5170	여고생		Студентка средней школы		
5171	여왕		Королева		
5173	열		Десять		
5174	예약		Предварительная помолвка, резервирование		
5176	운동화		Спортивная обувь		
5177	이곳저곳		Везде		
5178	이다음		Следующий		
5179	일회용품		Продукт, который будет использоваться только один раз		
5182	장사꾼		Трейдер, купец, торговец		
5183	점심때		Время обеда		
5184	주일		Неделя		
5189	천재		Гений, талант		
5190	초등학교		Начальная школа		
5191	초보		Первоначальные, первые шаги		
5192	초여름		Раннее лето		
5193	초저녁		Ранний вечер		
5195	코트		Суд		
5196	피곤		усталость, истощение		
5197	학비		Обучение		
5198	해		Ущерб, телесные повреждения		
5199	해외여행		Выезд за рубеж		
5200	효자		Послушный сын		
5202	강변		возле речки, прибрежный		
5204	공휴일		Законный праздник		
5206	교시		Обечение или просвещение		
5207	그리로		Там		
5209	깜빡		С вспышкой или огоньком		
5210	깡패		Гангстер		
5212	낚시꾼		Рыболов		
5214	대중교통		Общественный транспорт		
5216	마요네즈		Майонез		
5217	마흔		Сорок		
5218	만세		10000 лет		
5219	만화가		художник мультфильмов		
5220	맘대로		Как хочешь		
5221	머리말		Предисловие		
5222	면접		Интервью		
5223	명함		Визитная карточка		
5224	몸속		В теле, внутри тела		
5228	번지		Площадь (земли)		
5229	볼펜		Шариковая ручка		
5230	빨간색		темно-красный, малиновый		
5231	사립		Частный		
5232	사생활		Частная жизнь		
5233	사이사이		Время от времени		
5234	사자		Лев		
5235	새소리		"Птичее пение, ""щебетание"""		
5236	생활수준		Уровень жизни		
5238	석사		Магистр		
5239	성당		Церковь		
5240	속마음		Внутренний сердце, чувство		
5242	숙녀		Леди		
5244	시댁		Муж в семье / дома		
5245	시부모		Родители в мужа		
5246	신체적		Физический		
5248	쓴맛		Горьковатый вкус		
5249	야옹		Мяуканье		
5250	얼마간		Некоторые из них, несколько		
5251	올여름		Это лето		
5252	외제		Зарубежного производства		
5255	위아래		Вверх и вниз		
5256	음반		Запись фонографа		
5257	의논		консультации, конференции		
5258	이		Два		
5259	이래서		Таким образом, в этом направлении, здесь		
5260	이발소		парикмахерская		
5262	자연적		Природный		
5263	장례식		Похороны		
5264	재수		удача		
5265	재작년		В позапрошлом году		
5266	재채기		чихание		
5267	전구		Электрическая лампочка		
5268	전문점		Эксклюзивный магазин		
5269	전통문화		Традиционная культура		
5270	정거장		Железнодорожная станция		
5271	존댓말		Почтительная речь, чондетмаль		
5272	주전자		Чайник		
5274	찬성		утверждение, согласие		
5275	초보자		Новичок, неофит		
5276	초청장		Приглашение (карта)		
5278	카레		Карри		
5279	컨디션		Состояние, условие		
5280	코스모스		Космос		
5281	킬로		Килограмм		
5282	토론자		Спорщик		
5283	튼튼히		Категорически, решительно		
5284	티셔츠		Футболка		
5285	페인트		Краски		
5286	평상시		Обычно		
5287	중국		Китай		
5288	학교생활		Студент		
5289	한둘		Один или два		
5290	해물		Морские продукты		
5291	형		Форма		
5293	가만		Тихо или мягко		
5294	감정적		Эмоциональный		
5295	강북		К северу от реки		
5296	거리		Материалы		
5297	고무신		Резиновая обувь		
5298	고춧가루		Молотый красный перец		
5299	관람		Осмотр или просмотр		
5300	교외		Вне школы или заочный		
5301	교육비		Обучение или стоимость школьного образования		
5302	국립		Созданное правительством		
5303	금		Линия (нарисованная)		
5306	꽃씨		Цветок семян		
5308	난방		Отапливаемое помещение		
5309	내용물		Содержание		
5310	녹화		Посадка деревьев		
5311	농구		Баскетбол		
5313	매번		Каждый раз		
5317	밤낮		И день и ночь, всегда		
5318	배구		Волейбол		
5320	병아리		Цыпленок		
5322	부피		Масса, размер		
5324	생활용품		Необходимость в повседневной жизни		
5325	선풍기		Вентилятор		
5326	세로		Длина		
5330	스물		Двадцать		
5331	식료품		Еда, продукты		
5336	여직원		Работница, женщина-работник		
5338	옆방		Соседняя комната		
5339	오피스텔		Офистел, офисное здание с жилыми и коммерческими помещениями		
5340	올가을		Этой осенью		
5341	와이셔츠		Белое платье рубашка		
5342	원피스		Цельное платье		
5343	윗사람		Начальник, старший		
5344	이민		Эмиграция		
5345	이성		Противоположный пол		
5347	인제		В настоящее время		
5352	졸음		сонливость		
5353	종이컵		Бумажный стаканчик		
5354	주문		Заклинание		
5355	지능		интеллект, ум		
5357	철		Сдержанность, рассудительность		
5358	청바지		Синие джинсы		
5360	치료법		А целебные средства		
5362	코끼리		Слон		
5363	콘서트		Концерт		
5364	큰소리		Громкий голос, громко		
5365	큰아들		Старший сын		
5366	특급		В специальном классе		
5367	평일		Будний день		
5369	한겨울		Середина зимы		
5370	한평생		Жизнь, жизненное время		
5371	해수욕장		Бассейн пляж		
5372	핸드폰		Мобильный телефон		
5373	허허		Ха-ха, со смехом		
5374	호실		Номер комнаты		
5375	휴지통		Корзина для бумаг отходов		
5382	귤		Апельсин Чеджу		
